"Код","Артикул","Наименование","Полное наименование","Цена дил.","Цена роз.","Статус","Остаток","Заказ"
"Мобильные телефоны и аксессуары","","","","","","","",""
"Мобильные телефоны","","","","","","","",""
"37362","Deco M9 Plus(2-pack)","Маршрутизатор TP-Link Deco M9 Plus(2-pack)","Маршрутизатор, TP-Link, Deco M9 Plus(2-pack), AC2200 Mesh Wi-Fi система для умного дома, IEEE 802.11a/b/g/n/ac, 44 MU-MIMO","116442","136990","","11",""
"37363","Deco X60(2-pack)","Беспроводная MESH-система Wi-Fi TP-Link Deco X60(2-pack)","Беспроводная MESH-система Wi-Fi, TP-Link, Deco X60(2-pack), MU-MIMO AX5400, Wi-Fi 6, 802.11ax/ac/n/a 5 ГГц, IEEE 802.11ax/n/b/g 2,4 ГГц, 2 гигабитных порта, Режим роутера, Режим точки доступа","146192","171990","","20",""
"40418","Deco X68(2-pack)","Беспроводная MESH-система Wi-Fi TP-Link Deco X68(2-pack)","Беспроводная MESH-система Wi-Fi, TP-Link, Deco X68(2-pack), MU-MIMO AX3000, Wi-Fi 6, 802.11ax/ac/n/a 5 ГГц, IEEE 802.11ax/n/b/g 2,4 ГГц, 2 гигабитных порта, Режим роутера, Режим точки доступа","165742","194990","","0",""
"31400","EAP115-Wall","Wi-Fi точка доступа TP-Link EAP115-Wall","Wi-Fi точка доступа, TP-Link, EAP115-Wall, Настенная, 802.11n/g/b, N300, 2 порта Ethernet 10/100 Мбит/с, PoE (IEEE 802.3af), 2 встроенные всенаправленные антенны","16992","19990","","18",""
"24269","EAP110","Wi-Fi точка доступа TP-Link EAP110","Wi-Fi точка доступа, TP-Link, EAP110, Потолочная, 2.4 Ггц, 300 Мбит/с 1 порт Fast Ethernet.","22092","25990","",">50",""
"24273","EAP115","Wi-Fi точка доступа TP-Link EAP115","Wi-Fi точка доступа, TP-Link, EAP115, Потолочная, 2.4 Ггц, 300 Мбит/с 1 порт Fast Ethernet.","22092","25990","",">50",""
"24384","EAP110-Outdoor","Wi-Fi точка доступа TP-Link EAP110-Outdoor","Wi-Fi точка доступа, TP-Link, EAP110-Outdoor, Наружная, 2,4 Ггц, 300 Мбит/с, 1 порт Ethernet 10/100 Мбит/с с PoE","23792","27990","","43",""
"38179","EAP230-WALL","Wi-Fi точка доступа TP-Link EAP230-WALL","Wi-Fi точка доступа, TP-Link, EAP230-WALL, Omada AC1200, Встраиваемая в стену, 802.11b/g/n/ac, MUMIMО, 2 порта 10/100/1000T, 802.3af/802.3at PoE, MU-MIMO","29742","34990","","30",""
"28801","EAP225-Outdoor","Wi-Fi точка доступа TP-Link EAP225-Outdoor","Wi-Fi точка доступа, TP-Link, EAP225-Outdoor, AC1200 Wave 2 Внутренняя/наружная гигабитная точка доступа MU-MIMO.","53542","62990","","14",""
"23990","EAP225","Wi-Fi точка доступа TP-Link EAP225","Wi-Fi точка доступа, TP-Link, EAP225, 2.4Ггц и 5 Ггц, AC1350, 802.11ac/n/g/b/a, 1 порт 10/100/1000 Мбит/с с PoE 802.3af, passiv PoE,","53542","62990","","41",""
"24385","EAP245","Wi-Fi точка доступа TP-Link EAP245","Wi-Fi точка доступа, TP-Link, EAP245, Потолочная, 1750 Мбит/с, 1 порт 10/100/1000 Мбит/с с поддержкой PoE","58642","68990","",">50",""
"36095","EAP265 HD","Wi-Fi точка доступа TP-Link EAP265 HD","Wi-Fi точка доступа, TP-Link, EAP265 HD, 802.11a/b/g/n/ac, 2 гигабитных порта RJ-45, MU-MIMO, PoE 802.3af/at и Passive PoE, 2,4 ГГц: 3 антенны 3,5 дБи, 5 ГГц: 3 антенны 4 дБи, 5 ГГц: до 1300 Мбит/с, 2,4 ГГц: до 450 Мбит/с","67142","78990","",">50",""
"40626","EAP610","Wi-Fi точка доступа TP-Link EAP610","Wi-Fi точка доступа, TP-Link, EAP610, IEEE 802.11a/b/g/n/ac/ax, AX1800, OFDMA, MU-MIMO, 1 порт 10/100/1000T (PoE IEEE802.3at)","62892","104990","","26",""
"43221","EAP610-Outdoor","Wi-Fi точка доступа TP-Link EAP610-Outdoor","Wi-Fi точка доступа, TP-Link, EAP610-Outdoor, IEEE 802.11a/b/g/n/ac/ax, AX1800, OFDMA, MU-MIMO, 1 порт 10/100/1000T (PoE IEEE802.3at), уличная","84142","116990","","11",""
"36096","EAP620 HD","Wi-Fi точка доступа TP-Link EAP620 HD","Wi-Fi точка доступа, TP-Link, EAP620 HD, IEEE 802.11a/b/g/n/ac/ax, AX1800, OFDMA, MU-MIMO, 1 порт 10/100/1000T (PoE IEEE802.3at)","84992","174990","","16",""
"43635","EAP660 HD","Wi-Fi точка доступа TP-Link EAP660 HD","Wi-Fi точка доступа, TP-Link, EAP660 HD, 802.11a/b/g/n/ac/ax, AX3600, 1 порт Ethernet 2,5 Гбит/с (с поддержкой PoE IEEE802.3at)","207992","259990","","16",""
"28802","OC200","Wi-Fi Облачный контроллер TP-Link Omada OC200","Wi-Fi Облачный контроллер, TP-Link, Omada OC200, 2 порта Ethernet 10/100 Мбит/с, 1 порт USB 2.0, 1 порт Micro USB, IEEE 802.3af / 802.3at","56942","66990","","17",""
"43592","OC300","Wi-Fi Облачный контроллер TP-Link Omada OC300","Wi-Fi Облачный контроллер, TP-Link, Omada OC300, 2 порта Ethernet 10/100/1000 Мбит/с, 1 порт USB 3.0, До 500 точек доступа Omada, до 100 коммутаторов JetStream и до 100 роутеров Omada, До 15 тысяч клиентов","98592","115990","","4",""
"38183","CPE220","Wi-Fi точка доступа TP-Link CPE220","Wi-Fi точка доступа, TP-Link, CPE220, Наружная, 2.4Ггц, 300М, 1 порт 10/100 Мбит/с, поддержка PoE","32292","37990","","35",""
"18919","CPE210","Wi-Fi точка доступа TP-Link CPE210","Wi-Fi точка доступа, TP-Link, CPE210, Наружная, 2.4Ггц, 300М, 1 порт 10/100 Мбит/с с поддержкой PoE","33142","38990","",">50",""
"32305","CPE605","Wi-Fi точка доступа Wi-Fi TP-link CPE605","Wi-Fi точка доступа, TP-link, CPE605, 5 ГГц 150 Мбит/с 23 дБи наружная точка доступа Wi-Fi","33992","39990","","11",""
"24388","CPE510","Wi-Fi точка доступа TP-Link CPE510","Wi-Fi точка доступа, TP-Link, CPE510, Наружняя, 5 ГГц, 300 Мбит/с, 1 порт LAN 10/100 Мбит/с с поддежкой PoE","39942","46990","",">50",""
"24389","CPE610","Wi-Fi точка доступа TP-Link CPE610","Wi-Fi точка доступа, TP-Link, CPE610, Наружняя, 5 ГГц, 300 Мбит/с, 1 порт LAN 10/100 Мбит/с с поддержкой PoE","38242","44990","","22",""
"38180","CPE710","Wi-Fi точка доступа TP-Link CPE710","Wi-Fi точка доступа, TP-Link, CPE710, 5 ГГц, 802.11a/n/ac до 867 Мбит/с на 5 ГГц, Наружная, 23 дБи направленная антенна 22 MIMO, -40...+70 ","49292","57990","","11",""
"20634","DAP-1360U/A1A","Wi-Fi точка доступа D-Link DAP-1360U/A1A","Wi-Fi точка доступа, D-Link, DAP-1360U/A1A,1 WAN порт + 4 порта 10/100Base-TX + 802.11g/n, 300M","12000","14400","","12",""
"41258","DAP-1520/A1A","Wi-Fi беспроводной повторитель D-Link DAP-1520/A1A","Беспроводной повторитель, D-Link, DAP-1520/A1A, 802.11ac/n/g/b/a, AC750, WPS","15847","19018","","5",""
"41259","DAP-1610/ACR/A2A","Wi-Fi беспроводной повторитель D-Link DAP-1610/ACR/A2A","Беспроводной повторитель, D-Link, DAP-1610/ACR/A2A, IEEE 802.11a/b/g/n/ac, AC1200, WPS, Порт LAN 10/100BASE-TX","17990","21587","","0",""
"40832","DAP-1620/RU/B1A","Wi-Fi беспроводной повторитель D-Link DAP-1620/RU/B1A","Беспроводной повторитель, D-Link, DAP-1620/RU/B1A, 802.11a/b/g/n/ac, АС1200, 10/100/1000 Gigabit Ethernet-порт","24700","29640","","14",""
"22054","DAP-3310/RU/B1A","Wi-Fi точка доступа D-Link DAP-3310/RU/B1A","Wi-Fi точка доступа, D-Link, DAP-3310/RU/B1A, 300M, 2 LAN порта 10/100 Мбит/с","44300","53160","","0",""
"35053","DVB4235GL","Усилитель Wi-Fi сигнала Xiaomi Mi Wi-Fi Range Extender Pro","Усилитель Wi-Fi сигнала, Xiaomi, Mi Wi-Fi Range Extender Pro, Ретранслятор Wi-Fi, 802.11b/g/n, 2 Внешних антенны 2х2 MIMO, скорость передачи до 300 Мбит/с","6100","8352","",">50",""
"39790","DVB4270GL","Ретранслятор Xiaomi Mi WiFi Range Extender AC1200 RA75","Ретранслятор, Xiaomi, Mi WiFi Range Extender AC1200 RA75, 802.11a/b/g/n/ac, Режим усилителя сигнала, режим точки доступа, 2 Внешних антенны, скорость передачи 5 ГГц: 867 Мбит/с, 2,4 ГГц: 300 Мбит/с, 1 порт Ethernet 10/100 Мбит/с","11778","14370","","0",""
"30220","MW300RE","Усилитель Wi-Fi сигнала Mercusys MW300RE","Усилитель Wi-Fi сигнала, Mercusys, MW300RE, 300 мбит/с, 3 внешние антенны","6716","8190","","44",""
"37666","ME30","Усилитель Wi-Fi сигнала Mercusys ME30","Усилитель Wi-Fi сигнала, Mercusys, ME30, AC1200, 2 внешние антенны, IEEE 802.11a/b/g/n/ac, 2.4, 5 ГГц","10488","12790","",">50",""
"41921","Halo H30G(2-pack)","Маршрутизатор Mercusys Halo H30G(2-pack)","Маршрутизатор, Mercusys, Halo H30G(2-pack), 802.11a/b/g/n/ac, AC1300 Домашняя Mesh Wi-Fi система (2 модуля), 2 порта 10/100/1000T на каждом устройстве (автоопределение WAN/LAN)","32792","39990","","0",""
"41920","Halo H50G(2-pack)","Маршрутизатор Mercusys Halo H50G(2-pack)","Маршрутизатор, Mercusys, Halo H50G(2-pack), 802.11a/b/g/n/ac, AC1900 Домашняя Mesh Wi-Fi система (2 модуля), 3 порта 10/100/1000T на каждом устройстве (автоопределение WAN/LAN)","36892","44990","","6",""
"11332","WNAP-6308","Wi-Fi точка доступа Planet WNAP-6308","Wi-Fi точка доступа, Planet, WNAP-6308, 2.4GHz 150Mbps 802.11n, 23dBm, Внешняя антенна (нет в комплекте)","9159","27161","","11",""
"11331","WNAP-1110","Wi-Fi точка доступа Planet WNAP-1110","Wi-Fi точка доступа, Planet, WNAP-1110, 150М","6702","16468","","1",""
"45132","EAP670","Wi-Fi точка доступа TP-Link EAP670","Wi-Fi точка доступа, TP-Link, EAP670, 802.11a/b/g/n/ac/ax, AX5400, 1 Порт Ethernet RJ-45 2,5 Гбит/с с поддержкой PoE IEEE802.3at","91792","164990","","3",""
"48922","Halo H70X(2-pack)","Маршрутизатор Mercusys Halo H70X(2-pack)","Маршрутизатор, Mercusys, Halo H70X(2-pack), 802.11a/b/g/n/ac/ax, AX1800 Домашняя Mesh Wi-Fi система (2 модуля), 3 порта 10/100/1000T на каждом устройстве (автоопределение WAN/LAN)","53292","64990","","1",""
"35268","DAP-1325/R1A","Wi-Fi повторитель D-Link DAP-1325/R1A","Wi-Fi повторитель, D-Link, DAP-1325/R1A, Порт LAN 10/100BASE-TX, WPS, IEEE 802.11b/g/n, N300","9800","11760","","8",""
"34794","EWP-WA530-WW-FIT","Беспроводная точка доступа (роутер) H3C EWP-WA530-WW-FIT","Беспроводная точка доступа (роутер), H3C, EWP-WA530-WW-FIT, 2.4 GHz / 5 GHz, До 1000 Мбит/с","48118","64157","","31",""
"47615","EWP-WX1804H-PWR","Контроллер беспроводного доступа H3C EWP-WX1804H-PWR","Беспроводной контроллер, H3C, EWP-WX1804H-PWR, x4 AP support, PoE","150214","200285","","19",""
"48471","EWP-WA5330-FIT","Беспроводная точка доступа (роутер) H3C EWP-WA5330-FIT","Беспроводная точка доступа (роутер), H3C, EWP-WA5330-FIT, 5,375 Гбит/с, 	5 ГГц (1), 44:4 MU-MIMO 2,4 Гбит/с","170998","227997","","30",""
"48470","EWP-WA530X-WW-FIT","Беспроводная точка доступа (роутер) H3C EWP-WA530X-WW-FIT","Беспроводная точка доступа (роутер), H3C, EWP-WA530X-WW-FIT, 2.4 GHz / 5 GHz, До 1000 Мбит/с","167110","222813","","6",""
"48468","Halo H80X(2-pack)","Маршрутизатор Mercusys Halo H80X(2-pack)","Маршрутизатор, Mercusys, Halo H80X(2-pack), 802.11a/b/g/n/ac/ax, AX3000 Домашняя Mesh Wi-Fi система (2 модуля), 3 порта 10/100/1000T на каждом устройстве (автоопределение WAN/LAN)","69692","84990","","4",""
"40562","RA82 (2-pack)","Беспроводная система Wi-Fi Xiaomi Mesh роутер AX3000 (2-pack)","Беспроводная система Wi-Fi, Xiaomi, RA82 (2-pack), Mesh роутер AX3000, 1x 10/100/1000T WAN, 3x10/100/1000T LAN","54200","67990","",">50",""
"45869","Tapo P110","Умная мини Wi-Fi розетка TP-Link Tapo P110","Умная мини Wi-Fi розетка, TP-Link, Tapo P110, IEEE 802.11b/g/n, 2,4 ГГц","6552","7990","","37",""
"38046","CD6 (2-PK)","Сетевой маршрутизатор со встроенной беспроводной точкой доступа ASUS CD6 (2-PK)","Сетевой маршрутизатор со встроенной беспроводной точкой доступа, ASUS, CD6 (2-PK), ZenWiFi, 802.11a/b/g/n/ac, AC1500, Internal antenna x 4, 1x10/100/1000T WAN, 3x10/100/1000T LAN Router, 2x10/100/1000T LAN NODE, AiMesh","69468","83362","","3",""
"45131","Deco M4(1-pack)","Маршрутизатор TP-Link Deco M4(1-pack)","Маршрутизатор, TP-Link, Deco M4(1-pack), AC1200 Домашняя Mesh Wi-Fi система.","30592","35990","","1",""
"44620","EAP653","Wi-Fi точка доступа TP-Link EAP653","Wi-Fi точка доступа, TP-Link, EAP653, 802.11a/b/g/n/ac/ax, AX3000, 1 порт Ethernet 1 Гбит/с (с поддержкой PoE IEEE802.3at)","67142","96990","","37",""
"44498","EAP650","Wi-Fi точка доступа TP-Link EAP650","Wi-Fi точка доступа, TP-Link, EAP650, 802.11a/b/g/n/ac/ax, AX3000, 1 порт Ethernet 1 Гбит/с (с поддержкой PoE IEEE802.3at)","99192","123990","","20",""
"26697","DH-PFM885-I","Точка доступа Dahua DH-PFM885-I","Точка доступа, Dahua, DH-PFM885-I, Скорость беспроводной передачи: 300 Мбит/с Режим модуляции: OFDM","62400","78000","","0",""
"25112","DAP-1420/RU/B1A","Wi-Fi точка доступа/мост D-Link DAP-1420/RU/B1A","Wi-Fi точка доступа/мост, D-Link, DAP-1420/RU/B1A, 300М, 1 LAN порт 10/100Base-TX","21220","21952","","0",""
"40146","DH-PFWB5-30n","Приемопередатчик точка доступа Dahua DH-PFWB5-30n","Приемопередатчик точка доступа, Dahua, DH-PFWB5-30n, Рекомендуется для беспроводной связи PTP/PTMP на расстоянии 0 ~ 3 км (в качестве станции для точки PTMP)","43200","54000","","0",""
"40567","RA82 (1-pack)","Беспроводная система Wi-Fi Xiaomi Mesh роутер AX3000 (1-pack)","Беспроводная система Wi-Fi, Xiaomi, RA82 (1-pack), Mesh роутер AX3000, 1x 10/100/1000T WAN, 3x10/100/1000T LAN","29230","36990","",">50",""
"Маршрутизаторы","","","","","","","",""
"27007","RT-N12E","Маршрутизатор с беспроводной точкой доступа ASUS RT-N12E","Маршрутизатор с беспроводной точкой доступа, ASUS, RT-N12E, 2,4 ГГц, 300 Мбит/с, 2х внешние антенны (5dBi)","9800","12760","","0",""
"26990","RT-AC51","Маршрутизатор с беспроводной точкой доступа ASUS RT-AC51","Маршрутизатор с беспроводной точкой доступа, ASUS, RT-AC51, 802.11a/b/g/n/ac, AC750, 1 порт WAN 10/100M, 4 порта LAN 10/100M","14700","17379","","0",""
"28036","RT-AC1200","Маршрутизатор с беспроводной точкой доступа ASUS RT-AC1200","Маршрутизатор с беспроводной точкой доступа, ASUS, RT-AC1200, 2.4/5 ГГц, 1200 Мбит/с, MIMO, 4x внешние антенны, 1х USB 2.0","21882","25165","","0",""
"30543","RT-AC58U","Маршрутизатор с беспроводной точкой доступа ASUS RT-AC58U","Маршрутизатор с беспроводной точкой доступа, ASUS, RT-AC58U, 2.4/5ГГц, AC1300, 1 WAN-1000мбит/с, 4 LAN -1000мбит/с, 1xUSB-3.0","29000","44256","","0",""
"30544","RT-AC65P/EU","Маршрутизатор с беспроводной точкой доступа ASUS RT-AC65P","Маршрутизатор с беспроводной точкой доступа, ASUS, RT-AC65P, 2.4/5ГГц, AC1750, 1 WAN-1000мбит/с, 4 LAN -1000мбит/с, 1xUSB 3.1","43400","53903","","0",""
"35680","RT-AX55","Маршрутизатор с беспроводной точкой доступа ASUS RT-AX55","Маршрутизатор с беспроводной точкой доступа, ASUS, RT-AX55, 574 Мбит/с в диапазоне 2,4 ГГц и 1201 Мбит/с в диапазоне 5 ГГц","46000","53000","","21",""
"41774","GT-AX6000","Сетевой маршрутизатор со встроенной беспроводной точкой доступа ASUS GT-AX6000","Сетевой маршрутизатор со встроенной беспроводной точкой доступа, ASUS, GT-AX6000, 802.11a/b/g/n/ac/ax, Wi-Fi6 AX6000, External antenna x 4, 1GE Порт WAN, 4x1GE портов LAN, 1x2.5GE LAN, 1x2.5GE LAN/WAN,1xUSB3.2 Gen1, 1xUSB2.0","171000","196650","","5",""
"41772","4G-N12","Сетевой маршрутизатор со встроенной беспроводной точкой доступа ASUS 4G-N12 B1","Сетевой маршрутизатор со встроенной беспроводной точкой доступа, ASUS, 4G-N12 B1, 802.11b/g/n, Wi-Fi4 N300, 1xLAN 10/100Mbps, LTE: D150Mbps/U50Mbps, micro-SIM, 2 внешние антенны LTE, разъем SMA","51500","60300","","0",""
"41773","4G-AC86U","Сетевой маршрутизатор со встроенной беспроводной точкой доступа ASUS 4G-AC86U","Сетевой маршрутизатор со встроенной беспроводной точкой доступа, ASUS, 4G-AC86U, 802.11a/b/g/n/ac, Wi-Fi5 AC2600, 1xWAN + 4xLAN 10/100/1000Mbps, 1xUSB2.0, LTE Cat.12: D600Mbps/U150Mbps, nano-SIM, 2 внешние антенны LTE","162500","190900","","2",""
"28811","TL-WR820N","Маршрутизатор TP-Link TL-WR820N","Маршрутизатор, TP-Link, TL-WR820N, 300 Мбит/с, 1 порт WAN 10/100 Мбит/с, 2 порта LAN 10/100 Мбит/с","7642","8990","",">50",""
"27359","TL-WR840N","Маршрутизатор TP-Link TL-WR840N","Маршрутизатор, TP-Link, TL-WR840N, 300М, 1 WAN порт 10/100М + 4 LAN порта 10/100М","9767","11490","",">50",""
"3241","TL-WR841N","Маршрутизатор TP-Link TL-WR841N","Маршрутизатор, TP-Link, TL-WR841N, 300 Мбит/сб ,1 порт WAN 10/100 Мбит/с,4 порта LAN 10/100 Мбит/с","10192","11990","",">50",""
"24080","TL-WR842N","Маршрутизатор TP-Link TL-WR842N","Маршрутизатор, TP-Link, TL-WR842N, 300 Мбит/с, 4 порта LAN 10/100 Мбит/с, 1 порт WAN 10/100 Мбит/с, 1 порт USB 2.0","12742","14990","",">50",""
"37351","TL-WR844N","Маршрутизатор TP-Link TL-WR844N","Маршрутизатор, TP-Link, TL-WR844N, Беспроводной маршрутизатор серии N, скорость до 300 Мбит/с.","8492","9990","",">100",""
"31363","TL-WR845N","Маршрутизатор TP-Link TL-WR845N","Маршрутизатор, TP-Link, TL-WR845N, Беспроводной маршрутизатор серии N, скорость до 300 Мбит/с.","10362","12190","",">100",""
"4649","TL-WR940N","Маршрутизатор TP-Link TL-WR940N","Маршрутизатор , TP-Link, TL-WR940N, 2,4 ГГц: 450 Мбит/с (802.11n), 1 порт WAN 10/100 Мбит/с, 4 порта LAN 10/100 Мбит/с","12487","14690","","0",""
"24083","Archer C20","Маршрутизатор TP-Link Archer C20","Маршрутизатор, TP-Link, Archer C20, 802.11a/b/g/n/AC. 2.4Ггц/5Ггц AC750, 1 WAN порт 10/100М + 4 LAN порта 10/100М","15292","17990","",">50",""
"36099","Archer C24","Маршрутизатор TP-Link Archer C24","Маршрутизатор, TP-Link, Archer C24, 5 ГГц: 433 Мбит/с (802.11ac), 2.4 ГГц: 300 Мбит/с (802.11n)","14442","16990","",">50",""
"24084","Archer C50","Маршрутизатор TP-Link Archer C50","Маршрутизатор, TP-Link, Archer C50, 1200М, 1 WAN порт 10/100М + 4 LAN порта 10/100М","16992","19990","",">50",""
"24082","Archer C60","Маршрутизатор TP-Link Archer C60","Маршрутизатор, TP-Link, Archer C60, 1350М, 1 WAN порт 10/100М + 4 LAN порта 10/100М","20392","23990","","0",""
"38037","Archer C54","Маршрутизатор TP-Link Archer C54","Маршрутизатор, TP-Link, Archer C54, 802.11a/b/g/n/ac, AC1200М, 22 MU-MIMO, 1 WAN порт 10/100М + 4 LAN порта 10/100М","14442","16990","","0",""
"39784","Archer C64","Маршрутизатор TP-Link Archer C64","Маршрутизатор, TP-Link, Archer C64, 802.11a/b/g/n/ac, AC1200, 22 MU-MIMO, 1 WAN порт 10/100/1000М + 4 LAN порта 10/100/1000М, 4 фиксированные антенны","22517","26490","",">50",""
"28587","Archer C6","Маршрутизатор TP-Link Archer C6","Маршрутизатор, TP-Link, Archer C6, до 1,2 Гбит/с, до 867 Мбит/с на 5 ГГц ,до 300 Мбит/с на 2,4 ГГц, 1 гигабитный порт WAN, 4 гигабитных порта LAN","24642","28990","",">50",""
"36654","Archer C6U","Маршрутизатор TP-Link Archer C6U","Маршрутизатор, TP-Link, Archer C6U, Wi-Fi 5, 802.11ac/n/a 5 ГГц, 802.11n/b/g 2,4 ГГц, 5 ГГц: 867 Мбит/с (802.11ac) 2,4 ГГц: 300 Мбит/с (802.11n), 4 фиксированные высокопроизводительные антенны + 1 встроенная, MU-MIMO, 1 GE порт WAN, 4 GE порта LAN, 1 порт USB 2.0 с возможностью подключения USB-модемов 3G/4G","26342","30990","",">50",""
"17934","Archer C7","Маршрутизатор TP-Link Archer C7","Маршрутизатор, TP-Link, Archer C7, 1750М, 1 WAN порт 10/100/1000М + 4 LAN порта 10/100/1000М + 2 порта USB 2.0","38242","44990","","0",""
"34498","Archer C80","Маршрутизатор TP-Link Archer C80","Маршрутизатор, TP-Link, Archer C80, до 1300 Мбит/с на диапазоне 5 ГГц,, до 600 Мбит/с на 2,4 ГГц.,1 гигабитный порт WAN,, 4 гигабитных порта LAN","27192","31990","",">50",""
"35561","Archer C4000","Маршрутизатор TP-Link Archer C4000","Маршрутизатор, TP-Link, Archer C4000, до 4000 Мбит/с, 1 гигабитный порт WAN, 4 гигабитных порта LAN, 1 порт USB 3.0, 1 порт USB 2.0","98592","115990","","0",""
"34132","Archer A5","Маршрутизатор TP-Link Archer A5","Маршрутизатор, TP-Link, Archer A5, до 1,2 Гбит/с, 1 порт WAN 10/100 Мбит/с, 4 порта LAN 10/100 Мбит/с","16992","19990","",">50",""
"34133","Archer A6","Маршрутизатор TP-Link Archer A6","Маршрутизатор, TP-Link, Archer A6, до 1,2 Гбит/с, до 867 Мбит/с на 5 ГГц, до 450 Мбит/с на 2,4 ГГц,1 гигабитный порт WAN, 4 гигабитных порта LAN","23792","27990","",">50",""
"41396","Archer A64","Маршрутизатор TP-Link Archer A64","Маршрутизатор, TP-Link, Archer A64, 802.11a/b/g/n/ac Wave 2, AC1300, MU-MIMO, Beamforming, 4 фиксированные антенны, 1xWAN 10/100/1000T, 4xLAN 10/100/1000T","22092","25990","",">50",""
"37350","Archer A8","Маршрутизатор TP-Link Archer A8","Маршрутизатор, TP-Link, Archer A8, IEEE 802.11a/b/g/n/ac, 2,4 ГГц, 5 ГГц, 33 MU-MIMO, 1 гигабитный порт WAN, 4 гигабитных порта LAN","28892","33990","",">50",""
"34496","Archer AX10","Маршрутизатор TP-Link Archer AX10","Маршрутизатор, TP-Link, Archer AX10, Wi-Fi-6 до 1,5 Гбит/с — до 1201 Мбит/с на частоте 5 ГГц, до 300 Мбит/с на частоте 2,4 ГГц, 802.11a/b/g/n/ac/ax, 4 фиксированные антенны MU-MIMO, OFDMA, 1 гигабитный порт WAN, 4 гигабитных порта LAN","32292","37990","",">50",""
"34497","Archer AX20","Маршрутизатор TP-Link Archer AX20","Маршрутизатор, TP-Link, Archer AX20, Wi-Fi-6 до 1,8 Гбит/с — до 1201 Мбит/с на частоте 5 ГГц, до 574 Мбит/с на частоте 2,4 ГГц, 802.11a/b/g/n/ac/ax, 4 фиксированные антенны MU-MIMO, OFDMA, 1 гигабитный порт WAN, 4 гигабитных порта LAN","39092","45990","",">50",""
"40416","Archer AX23","Маршрутизатор TP-Link Archer AX23","Маршрутизатор, TP-Link, Archer AX23, 802.11a/b/g/n/ac/ax, AX1800, 4 фиксированные антенны MU-MIMO, OFDMA, 1 гигабитный порт WAN, 4 гигабитных порта LAN","34842","40990","",">50",""
"35894","Archer AX50","Маршрутизатор TP-Link Archer AX50","Маршрутизатор, TP-Link, Archer AX50, 5 ГГц, 2402 Мбит/с (802.11ax),2.4 ГГц, 574 Мбит/с (802.11ax)","48442","56990","",">50",""
"43206","Archer AX53","Маршрутизатор TP-Link Archer AX53","Маршрутизатор, TP-Link, Archer AX53, 802.11a/b/g/n/ac/ax, AX3000, MU-MIMO, Beamforming, 4 фиксированные антенны, 1xWAN 10/100/1000T, 4xLAN 10/100/1000T","39942","46990","","0",""
"42354","Archer AX55","Маршрутизатор TP-Link Archer AX55","Маршрутизатор, TP-Link, Archer AX55, 802.11a/b/g/n/ac/ax, AX3000, 1  порт WAN 10/100/1000 Мбит/с, 4  порта LAN 10/100/1000 Мбит/с","45042","52990","","10",""
"38174","Archer AX73","Маршрутизатор TP-Link Archer AX73","Маршрутизатор, TP-Link, Archer AX73, IEEE 802.11a/b/g/n/ac/ax, 5 ГГц, 2,4 ГГц, 6 антенн, 44 MU-MIMO, OFDMA, Wi-Fi 6, 1 порт WAN/LAN 2,5 Гбит/с, 1 гигабитный порт WAN/LAN, 4 гигабитных порта LAN, 1 порт USB 3.0","69692","81990","","43",""
"37352","Archer AX90","Маршрутизатор TP-Link Archer AX90","Маршрутизатор, TP-Link, Archer AX90, IEEE 802.11a/b/g/n/ac/ax, 5 ГГц, 2,4 ГГц, 8 съёмных антенн, 44 MU-MIMO, Wi-Fi 6, 1 порт WAN/LAN 2,5 Гбит/с, 1 гигабитный порт WAN/LAN, 3 гигабитных порта LAN","125792","147990","","5",""
"36660","Archer AX6000","Маршрутизатор TP-LINK Archer AX6000","Маршрутизатор, TP-LINK, Archer AX6000, Wi-Fi 6, 802.11ax/ac/n/a 5 ГГц, 802.11ax/n/b/g 2,4 ГГц, 44 MU-MIMO. 1 порт WAN 2,5 Гбит/с. 8 гигабитных портов LAN","140242","164990","","6",""
"32037","Archer C5400X","Маршрутизатор TP-Link Archer C5400X","Маршрутизатор , TP-Link , Archer C5400X, 5 ГГц: 2167 Мбит/с (802.11ac),5 ГГц: 2167 Мбит/с (802.11ac), 2,4 ГГц: 1000 Мбит/с (802.11n),1 гигабитный порт WAN,8 гигабитных портов LAN, 2 порта USB 3.0","147892","173990","","0",""
"36653","Archer AX11000","Маршрутизатор TP-LINK Archer AX11000","Маршрутизатор, TP-LINK, Archer AX11000, Wi-Fi 6, 802.11ax/ac/n/a 5 ГГц, 802.11ax/n/b/g 2,4 ГГц, 44 MU-MIMO. 1 порт WAN 2,5 Гбит/с. 8 гигабитных портов LAN","195492","229990","","0",""
"34715","TL-MR100","Маршрутизатор TP-Link TL-MR100","Маршрутизатор, TP-Link, TL-MR100, до 150 Мбит/с, 1 порт LAN 10/100 Мбит/с, 1 порт LAN/WAN 10/100 Мбит/с,1 слот для карты Micro SIM","38242","44990","",">50",""
"24085","TL-MR6400","Маршрутизатор TP-Link TL-MR6400","Маршрутизатор, TP-Link, TL-MR6400, 300М, 1 WAN порт 10/100М + 3 LAN порта 10/100М + 1 слот для SIM-карты","45042","52990","",">50",""
