"Код","Артикул","Наименование","Полное наименование","Цена дил.","Цена роз.","Статус","Остаток","Заказ"
"Мобильные телефоны и аксессуары","","","","","","","",""
"Мобильные телефоны","","","","","","","",""
"49327","SYS-5019C-MR","Серверная платформа SUPERMICRO SYS-5019C-MR","Серверная платформа, SUPERMICRO, SYS-5019C-MR, 1U, LGA 1151, 4xDDR4, Hot-swap, 2x400W","651460","846898","","0",""
"49328","SSG-6039P-E1CR16H","Серверная платформа SUPERMICRO SSG-6039P-E1CR16H","Серверная платформа, SUPERMICRO, SSG-6039P-E1CR16H, 3U, 2x3647, 16xDDR4, 16x3.5"" SAS expander, 1200W, Black","1597988","2213349","","10",""
"49329","SSG-6049P-E1CR24H","Серверная платформа SUPERMICRO SSG-6049P-E1CR24H","Серверная платформа, SUPERMICRO, SSG-6049P-E1CR24H, 4U, 2x3647, 16xDDR4, 24x3.5"" SAS expander, 1200W, Black","1685117","2333109","","9",""
"49330","SSG-6049P-E1CR36H","Серверная платформа SUPERMICRO SSG-6049P-E1CR36H","Серверная платформа, SUPERMICRO, SSG-6049P-E1CR36H, 4U, 2x3647, 16xDDR4, 36x3.5"" SAS expander, 1200W, Black","2042423","2824234","","1",""
"Материнские платы","","","","","","","",""
"39819","MBD-X11DPL-I-O","Системная плата Supermicro MBD-X11DPL-I-O","Системная плата, Supermicro, MBD-X11DPL-I-O, ATX, 2xLGA3647, C621, 8xDDR4, 3xPCI-E","265386","342600","","0",""
"39820","MBD-X11SCL-F-O","Системная плата Supermicro MBD-X11SCL-F-O","Системная плата, Supermicro, MBD-X11SCL-F-O, microATX, LGA1151, C242, 4xDDR4, 3xPCI-E","140834","176043","","0",""
"39821","MBD-X11SPL-F-O","Системная плата Supermicro MBD-X11SPL-F-O","Системная плата, Supermicro, MBD-X11SPL-F-O, ATX, LGA3647, C621, 8xDDR4, 7xPCI-E","206195","281250","","0",""
"Шасси сервера","","","","","","","",""
"39285","CSE-813MFTQC-350CB2","Серверное шасси Supermicro CSE-813MFTQC-350CB2","Серверное шасси, Supermicro, CSE-813MFTQC-350CB2, 1U, 4x3.5"" Hot-Swap, 350W","159500","201486","","0",""
"39286","CSE-813MFTQC-505CB","Серверное шасси Supermicro CSE-813MFTQC-505CB","Серверное шасси, Supermicro, CSE-813MFTQC-505CB, 1U, 4x3.5"" Hot-Swap, 500W","179500","206425","","0",""
"39287","CSE-813MF2TQC-R804CB","Серверное шасси Supermicro CSE-813MF2TQC-R804CB","Серверное шасси, Supermicro, CSE-813MF2TQC-R804CB, 1U, 4x3.5"" Hot-Swap, 2x800W","431114","538893","","0",""
"39288","CSE-825TQC-600LPB","Серверное шасси Supermicro CSE-825TQC-600LPB","Серверное шасси, Supermicro, CSE-825TQC-600LPB, 1U, 8x3.5"" Hot-Swap, 600W","232998","276000","","0",""
"Серверные комплектующие","","","","","","","",""
"Серверные процессоры (CPU)","","","","","","","",""
"38361","4210R","Центральный процессор (CPU) Intel Xeon Silver Processor 4210R","Центральный процессор (CPU), Intel, Xeon Silver Processor 4210R, OEM, LGA3647, Cascade Lake, 10/20 Core/thread, 2.40 GHz, 14 MB, 100W","232519","369257","","19",""
"43056","6248R","Центральный процессор (CPU) Intel Xeon Gold Processor 6248R","Центральный процессор (CPU), Intel, Xeon Gold Processor 6248R, OEM, LGA3647, Cascade Lake, 24/48 Core/thread, 3.00 GHz, 36 MB, 205W","1250791","2065592","","1",""
"49841","6256","Центральный процессор (CPU) Intel Xeon Gold Processor 6256","Центральный процессор (CPU), Intel, Xeon Gold Processor 6256, OEM, LGA3647, Cascade Lake, 12/24 Core/thread, 3.6 GHz, 33MB L3, 205W","1956123","0","","0",""
"47365","4309Y","Центральный процессор (CPU) Intel Xeon Silver Processor 4309Y","Центральный процессор (CPU), Intel, Xeon Silver Processor 4309Y, OEM, LGA4189, Ice Lake, 8/16 Core/thread, 2.80 GHz, 12 MB, 105W","271813","383446","","5",""
"47364","4316","Центральный процессор (CPU) Intel Xeon Silver Processor 4316","Центральный процессор (CPU), Intel, Xeon Silver Processor 4316, OEM, LGA4189, Ice Lake, 20/40 Core/thread, 2.30 GHz, 30 MB, 150W","489115","742401","","4",""
"44519","6240R","Центральный процессор (CPU) Intel Xeon Gold Processor 6240R","Центральный процессор (CPU), Intel, Xeon Gold Processor 6240R, OEM, LGA3647, Cascade Lake, 24/48 Core/thread, 2.40 GHz, 36 MB, 165W","1001502","1653910","","4",""
"44518","6238R","Центральный процессор (CPU) Intel Xeon Gold Processor 6238R","Центральный процессор (CPU), Intel, Xeon Gold Processor 6238R, OEM, LGA3647, Cascade Lake, 28/56 Core/thread, 2.20 GHz, 39 MB, 165W","1214624","1821936","","2",""
"44517","6230R","Центральный процессор (CPU) Intel Xeon Gold Processor 6230R","Центральный процессор (CPU), Intel, Xeon Gold Processor 6230R, OEM, LGA3647, Cascade Lake, 26/52 Core/thread, 2.10 GHz, 36 MB, 150W","843408","1392829","","0",""
"44516","5220R","Центральный процессор (CPU) Intel Xeon Gold Processor 5220R","Центральный процессор (CPU), Intel, Xeon Gold Processor 5220R, OEM, LGA3647, Cascade Lake, 24/48 Core/thread, 2.20 GHz, 36 MB, 150W","742227","1225736","","0",""
"44515","5218R","Центральный процессор (CPU) Intel Xeon Gold Processor 5218R","Центральный процессор (CPU), Intel, Xeon Gold Processor 5218R, OEM, LGA3647, Cascade Lake, 20/40 Core/thread, 2.10 GHz, 28 MB, 125W","555130","933324","","0",""
"38115","4214R","Центральный процессор (CPU) Intel Xeon Silver Processor 4214R","Центральный процессор (CPU), Intel, Xeon Silver Processor 4214R, OEM, LGA3647, Cascade Lake, 12/24 Core/thread, 2.40 GHz, 17 MB, 100W","306993","557235","","11",""
"42508","4314","Центральный процессор (CPU) Intel Xeon Silver Processor 4314","Центральный процессор (CPU), Intel, Xeon Silver Processor 4314, OEM, LGA4189, Ice Lake, 16/24 Core/thread, 2.40 GHz, 24 MB, 135W","346670","558204","","1",""
"42507","4310","Центральный процессор (CPU) Intel Xeon Silver Processor 4310","Центральный процессор (CPU), Intel, Xeon Silver Processor 4310, OEM, LGA4189, Ice Lake, 12/24 Core/thread, 2.10 GHz, 18 MB, 120W","248942","402101","","0",""
"42124","6226R","Центральный процессор (CPU) Intel Xeon Gold Processor 6226R","Центральный процессор (CPU), Intel, Xeon Gold Processor 6226R, OEM, LGA3647, Cascade Lake, 16/32 Core/thread, 2.90 GHz, 11 MB, 130W","608277","884668","","2",""
"41886","7282","Микропроцессор серверного класса AMD Epyc 7282","Микропроцессор серверного класса, AMD, Epyc Rome 7282, 100-000000078, 1/2P 16C/32T 2.8GHz 64M 120W SP3","368286","608197","","0",""
"38114","4208","Центральный процессор (CPU) Intel Xeon Silver Processor 4208","Центральный процессор (CPU), Intel, Xeon Silver Processor 4208, OEM, LGA3647, Cascade Lake, 8/16 Core/thread, 2.10 GHz, 11 MB, 85W","224148","343235","","6",""
"39957","E-2224","Центральный процессор (CPU) Intel Xeon E-2224 P4X-UPE2224-SRFAV","Центральный процессор (CPU), Intel, Xeon E-2224, OEM, LGA1151, Coffee Lake, 4/4 Core/thread, 3.40 GHz, 8 MB, 71W","122160","201739","","0",""
"39949","4215R","Центральный процессор (CPU) Intel Xeon Silver Processor 4215R","Центральный процессор (CPU), Intel, Xeon Silver Processor 4215R, OEM, LGA3647, Cascade Lake, 8/16 Core/thread, 3.20 GHz, 11 MB, 130W","424659","709876","","9",""
"Серверная память (ОЗУ)","","","","","","","",""
"37235","KSM26ED8/16HD","Модуль памяти Kingston KSM26ED8/16HD 16GB ECC","Модуль памяти, Kingston, KSM26ED8/16HD DDR4, 16GB, DIMM <PC4-21300/2666MHz>, ECC","21945","29650","","32",""
"38942","KSM26RS4/16HDI","Модуль памяти Kingston KSM26RS4/16HDI 16GB ECC Reg","Модуль памяти, Kingston, KSM26RS4/16HDI DDR4, 16GB, DIMM <PC4-21300/2666MHz>, ECC, Reg","24103","32550","","38",""
"37236","KSM26RS4/16MEI","Модуль памяти Kingston KSM26RS4/16MEI 16GB ECC Reg","Модуль памяти, Kingston, KSM26RS4/16MEI DDR4, 16GB, DIMM <PC4-21300/2666MHz>, ECC, Reg","43114","58203","","0",""
"46064","KSM32RD4/32HDR","Модуль памяти Kingston KSM32RD4/32HDR 32GB ECC Reg","Модуль памяти, Kingston, KSM32RD4/32HDR DDR4, 32GB, DIMM <PC4-25600/3200MHz>, ECC, Reg","43623","58900","","2",""
"45632","MTA18ASF2G72PZ-3G2","Модуль памяти Micron DDR4 ECC RDIMM 16GB 3200MHz","Модуль памяти, Micron, DDR4 ECC RDIMM 16GB 3200MHz","26000","35000","","112",""
"45636","MTA36ASF4G72PZ-3G2","Модуль памяти Micron DDR4 ECC RDIMM 32GB 3200MHz","Модуль памяти, Micron, DDR4 ECC RDIMM 32GB 3200MHz","52421","109394","","0",""
"45668","MTA36ASF8G72PZ-3G2","Модуль памяти Micron DDR4 ECC RDIMM 64GB 3200MHz","Модуль памяти, Micron, DDR4 ECC RDIMM 64GB 3200MHz","97561","215653","","56",""
"Серверные накопители (SSD)","","","","","","","",""
"34623","SEDC500R/480G","Твердотельный накопитель SSD Kingston SEDC500R/480G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500R/480G, 480 GB, Sata 6Gb/s, 555/500 Мб/с","37617","50800","","29",""
"34624","SEDC500R/960G","Твердотельный накопитель SSD Kingston SEDC500R/960G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500R/960G, 960 GB, Sata 6Gb/s, 555/525 Мб/с","52268","70550","","10",""
"34625","SEDC500R/1920G","Твердотельный накопитель SSD Kingston SEDC500R/1920G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500R/1920G, 1920 GB, Sata 6Gb/s, 555/525 Мб/с","84707","114350","","7",""
"34626","SEDC500R/3840G","Твердотельный накопитель SSD Kingston SEDC500R/3840G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500R/3840G, 3840 GB, Sata 6Gb/s, 555/520 Мб/с","167660","226350","","14",""
"34627","SEDC500M/480G","Твердотельный накопитель SSD Kingston SEDC500M/480G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500M/480G, 480 GB, Sata 6Gb/s, 555/520 Мб/с","43017","58050","","8",""
"34628","SEDC500M/960G","Твердотельный накопитель SSD Kingston SEDC500M/960G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500M/960G, 960 GB, Sata 6Gb/s, 555/520 Мб/с","70308","94900","","0",""
"34629","SEDC500M/1920G","Твердотельный накопитель SSD Kingston SEDC500M/1920G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500M/1920G, 1920 GB, Sata 6Gb/s, 555/520 Мб/с","202386","273220","","0",""
"34630","SEDC500M/3840G","Твердотельный накопитель SSD Kingston SEDC500M/3840G SATA 7мм","Твердотельный накопитель SSD, Kingston, SEDC500M/3840G, 3840 GB, Sata 6Gb/s, 555/520 Мб/с","197628","266800","","0",""
"39973","HDS-I2T0-SSDSC2KB960G8","Твердотельный накопитель SSD Intel D3-S4510 960GB SATA","Твердотельный накопитель SSD, Intel, D3-S4510 HDS-I2T0-SSDSC2KB960G8, 2.5"" 960GB SATA 3D TLC 2DWPD","89579","183402","","0",""
"39979","HDS-I2T0-SSDSC2KB019T8","Твердотельный накопитель SSD Intel D3-S4510 1920GB SATA","Твердотельный накопитель SSD, Intel, D3-S4510, 2.5"" 1920GB SATA 3D TLC 2DWPD","110000","267139","","27",""
"39980","SSDSC2KB038T801","Твердотельный накопитель SSD Intel D3-S4510 3840GB SATA","Твердотельный накопитель SSD, Intel, D3-S4510, SSDSC2KB038T801, 2.5"" 3840GB SATA 3D TLC 2DWPD","348410","466616","","0",""
"50200","SSDSC2KB480GZ01","Твердотельный накопитель SSD Intel D3-S4520 480GB SATA","Твердотельный накопитель SSD, Intel, D3-S4520 SSDSC2KB480GZ01, 2.5"" 480GB SATA 3D TLC 2DWPD","56031","70039","","17",""
"50199","SSDSC2KB240GZ01","Твердотельный накопитель SSD Intel D3-S4520 240GB SATA","Твердотельный накопитель SSD, Intel, D3-S4520 SSDSC2KB240GZ01, 2.5"" 240GB SATA 3D TLC 2DWPD","45807","57259","","16",""
"49489","SSDSC2KB076TZ01","Твердотельный накопитель SSD Intel D3-S4520 7.68TB SATA","Твердотельный накопитель SSD, Intel, D3-S4520 SSDSC2KB076TZ01, 2.5"" 7.68TB SATA 3D TLC 2DWPD","471946","652859","","12",""
"49488","SSDSC2KB038TZ01","Твердотельный накопитель SSD Intel D3-S4520 3.84TB SATA","Твердотельный накопитель SSD, Intel, D3-S4520 SSDSC2KB038TZ01, 2.5"" 3.84TB SATA 3D TLC 2DWPD","235800","346696","","23",""
"49487","SSDSC2KB960GZ01","Твердотельный накопитель SSD Intel D3-S4520 960GB SATA","Твердотельный накопитель SSD, Intel, D3-S4520 SSDSC2KB960GZ01, 2.5"" 960GB SATA 3D TLC 2DWPD","66676","107196","","40",""
"44530","SEDC1500M/960G","Твердотельный накопитель SSD Kingston SEDC1500M/960G U.2 15 мм","Твердотельный накопитель SSD, Kingston, SEDC1500M/960G, 960 GB, U.2, 3100/1700 Мб/с","65286","88150","","10",""
"43565","HDS-M2TMTFDDAK3T8TDS1AW","Твердотельный накопитель SSD Micron 5300 PRO 3.84TB SATA","Твердотельный накопитель SSD, Micron, 5300 PRO, 2.5"" 3.84TB SATA 3D TLC 1.2DWPD","235000","557499","","4",""
"43563","HDS-M2TMTFDDAK960TDS1AW","Твердотельный накопитель SSD Micron 5300 PRO 960GB SATA","Твердотельный накопитель SSD, Micron, 5300 PRO, 2.5"" 960GB SATA 3D TLC 1.5DWPD","124442","161775","","0",""
"39978","HDS-TMN0-KXG60ZNV256G","Твердотельный накопитель Kioxia XG6 256GB NVMe M.2","Твердотельный накопитель SSD, Kioxia, XG6 HDS-TMN0-KXG60ZNV256G, M.2 256GB NVMe 3D TLC","44766","51481","","0",""
"Серверные жесткие диски (HDD)","","","","","","","",""
"39856","HDD-T1000-ST1000NM000A","Жесткий диск Seagate Exos 7E8 HDD-T1000-ST1000NM000A 1TB SATA3","Жесткий диск, Seagate, Exos 7E8 HDD-T1000-ST1000NM000A, 1TB, SATA3 6Gb/s, 3.5"", 7200RPM","45000","54000","","0",""
"39900","HDD-T2000-ST2000NM000A","Жесткий диск Seagate Exos 7E8 HDD-T2000-ST2000NM000A 2TB SATA3","Жесткий диск, Seagate, Exos 7E8 HDD-T2000-ST2000NM000A, 2TB, SATA3 6Gb/s, 3.5"", 7200RPM","59500","68425","","0",""
"39901","HDD-T4000-ST4000NM000A","Жесткий диск Seagate Exos 7E8 HDD-T4000-ST4000NM000A 4TB SATA3","Жесткий диск, Seagate, Exos 7E8 HDD-T4000-ST4000NM000A, 4TB, SATA3 6Gb/s, 3.5"", 7200RPM","69500","83400","","0",""
"Карты расширения","","","","","","","",""
"37334","AOC-STGS-i2T-O","Сетевая карта Supermicro AOC-STGS-I2T-O","Сетевая карта, Supermicro, AOC-STGS-i2T-O, 2-Port, 10 Gigabit (10GbE), PCI-E 3.0 Ethernet Card","160948","182308","","0",""
"37599","AOC-SGP-I2","Сетевая карта Supermicro AOC-SGP-I2","Сетевая карта, Supermicro, AOC-SGP-I2, 2-Port, 1 Gigabit (1GbE), PCI-E 3.0 Ethernet Card","57895","62675","","11",""
"37600","AOC-SGP-I4","Сетевая карта Supermicro AOC-SGP-I4","Сетевая карта, Supermicro, AOC-SGP-I4, 4-Port, 1 Gigabit (1GbE), PCI-E 3.0 Ethernet Card","123864","154830","","0",""
"37328","AOC-S3108L-H8IR-16DD","RAID контроллер Supermicro AOC-S3108L-H8IR-16DD","RAID контроллер, Supermicro, AOC-S3108L-H8IR-16DD, Low Profile, 12Gb/s, Eight-Port, SAS Internal RAID Adapter","308098","443919","","21",""
"44132","AOC-SLG3-2M2-O","Плата расширения Supermicro AOC-SLG3-2M2-O","Плата расширения, Supermicro, AOC-SLG3-2M2-O, LP, PCIe3 x8, Dual port NVMe M.2 carrier","32040","40050","","0",""
"37335","AOC-STGF-I2S-O","Сетевая карта Supermicro AOC-STGF-I2S-O","Сетевая карта, Supermicro, AOC-STGF-I2S-O, X710, 2-Port, 10 Gigabit (10GbE), PCI-E 3.0 Ethernet Card","147596","237074","","22",""
"45871","AOC-S3008L-L8E","SAS Host Bus адаптер Supermicro AOC-S3008L-L8E","RAID контроллер, Supermicro, AOC-S3008L-L8E, LSI3008, 2 MiniSAS HD (SFF-8643), 122 HDD","147201","220802","","5",""
